Patient_ID_clean,133K02,5T4,7SK|ENSG00000232512.2,7SK|ENSG00000249352.3,7SK|ENSG00000254144.2,7SK|ENSG00000260682.2,7SK|ENSG00000271765.1,7SK|ENSG00000271814.1,7SK|ENSG00000271818.1,A-C1,A1BG-AS1,A1BG_x,A1BG_y,A1CF_x,A1CF_y,A2M-AS1,A2ML1_x,A2ML1_y,A2MP1,A2M_x,A2M_y,A3GALT2,A4GALT,A4GNT_x,A4GNT_y,AA,AAAS_x,AAAS_y,AACSP1_x,AACSP1_y,AACS_x,AACS_y,AADACL2_x,AADACL2_y,AADACL3_x,AADACL3_y,AADACL4_x,AADACL4_y,AADACP1,AADAC_x,AADAC_y,AADAT_x,AADAT_y,AAED1,AAGAB_x,AAGAB_y,AAK1,AAMDC,AAMP_x,AAMP_y
TCGA-25-1316,383.5374,1230.9453,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,31.6356,12.7182,6.3982,-1.0,0.0,0.0,58.4726,0.7109,0.0,0.0,2512.8986,0.0,-1.0,-1.0,0.3555,0.0,1875.3877,1343.9804,0.0,0.0,0.0,521.8099,0.0,3.5546,0.0,0.0,-1.0,0.0,-1.0,0.3555,0.0,0.0,136.1398,-1.0,-1.0,577.6166,-1.0,0.0,0.0,1737.4706,0.0
TCGA-25-1317,215.9278,361.6585,0.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,49.2611,196.9581,342.1223,1.0,0.4105,1.0,62.7791,22.9885,0.0,0.0,2885.9072,0.0,-1.0,-1.0,0.0,1.0,2855.0903,1375.6158,0.0,26.2726,-1.0,805.4187,0.0,2.0525,1.0,0.0,-1.0,0.821,-1.0,42.2824,41.0509,1.0,137.931,-1.0,-1.0,835.3859,0.0,1.0,0.0,2322.6601,1.0
TCGA-25-1318,313.5514,1002.3364,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,64.0187,70.2897,78.6495,1.0,0.0,1.0,57.2243,390.6542,1.0,1.0,12160.0654,1.0,0.0,-1.0,0.0,2.0,2312.6168,831.3084,0.0,0.0,0.0,711.215,0.0,0.9346,2.0,7.4766,0.0,0.4673,0.0,14.486,79.9065,2.0,28.0374,-1.0,-1.0,635.514,-1.0,1.0,0.0,1431.7757,-1.0
TCGA-25-1319,465.2421,250.0042,1.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,73.8294,46.2703,59.0557,-1.0,0.3906,0.0,72.1574,46.0945,0.0,0.0,7096.7116,0.0,2.0,-1.0,2.3438,1.0,1576.9793,1027.3608,0.0,10.5471,0.0,1319.1625,1.0,0.7813,1.0,1.9532,1.0,0.0,1.0,1.9532,81.2513,1.0,60.9385,0.0,0.0,718.7619,-1.0,1.0,2.0,2277.3816,1.0
TCGA-25-1320,366.6548,973.3205,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,1.0,83.408,63.8088,89.3079,1.0,0.0,-1.0,56.394,36.7676,-1.0,-1.0,4665.1806,-1.0,0.0,-1.0,1.7022,2.0,3336.6611,1145.5836,-1.0,0.0,-1.0,879.6993,1.0,0.0,2.0,0.0,1.0,0.0,1.0,21.4478,115.069,2.0,74.5566,0.0,-1.0,633.9009,-1.0,0.0,-1.0,2636.0338,1.0
TCGA-25-1321,145.7778,44.1481,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,66.963,24.9659,31.7748,-1.0,0.0,1.0,105.2119,47.7037,1.0,1.0,4292.7141,1.0,0.0,-1.0,0.0,1.0,6118.2222,1383.1111,1.0,0.0,0.0,762.0741,-1.0,0.5926,1.0,0.0,0.0,0.0,0.0,15.4074,163.2593,1.0,58.0741,-1.0,-1.0,952.0,-1.0,-1.0,1.0,3034.6667,1.0
TCGA-25-1322,177.9944,535.9331,0.0,-1.0,2.0,-1.0,0.0,-1.0,0.0,61.8384,86.8663,88.0167,1.0,0.0,0.0,36.429,46.5181,0.0,0.0,5603.1253,0.0,0.0,-1.0,0.5571,1.0,4949.5822,985.5153,0.0,0.2786,-1.0,887.7437,0.0,0.8357,0.0,0.8357,0.0,0.8357,0.0,6.4067,18.9415,0.0,24.7911,-1.0,0.0,1113.9276,1.0,0.0,2.0,2564.0669,0.0
TCGA-25-1323,243.891,564.493,1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,160.0926,80.1672,190.7311,0.0,0.0,0.0,84.8824,75.0434,1.0,1.0,2755.9266,1.0,-1.0,-1.0,1.6676,2.0,1907.7696,1291.58,0.0,7.5043,0.0,725.0025,1.0,10.0058,2.0,0.0,1.0,0.0,1.0,20.8454,29.6004,2.0,170.0983,-1.0,-1.0,752.5184,-1.0,1.0,0.0,3283.565,1.0
TCGA-25-1329,315.0942,1135.7853,1.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,27.5325,301.6645,361.2876,1.0,0.0,0.0,45.3257,4.1716,0.0,0.0,6998.8236,0.0,1.0,-1.0,0.5562,1.0,2574.9844,994.5074,0.0,0.0,1.0,595.9814,0.0,0.0,1.0,2.2248,1.0,0.2781,1.0,1.9467,0.5562,1.0,33.9289,-1.0,1.0,498.088,-1.0,1.0,-1.0,2235.6949,0.0
TCGA-25-1623,286.3777,780.5728,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,76.6254,60.952,105.031,0.0,0.0,1.0,42.7554,1.548,0.0,0.0,6755.6192,0.0,2.0,-1.0,5.031,1.0,3628.87,808.4365,0.0,8.5139,0.0,804.1796,0.0,0.0,1.0,0.387,0.0,0.0,0.0,0.0,0.774,1.0,47.9876,-1.0,0.0,719.8142,-1.0,1.0,1.0,1751.548,0.0
TCGA-25-1625,530.1843,2117.2358,-1.0,-1.0,2.0,0.0,1.0,-1.0,0.0,88.1209,13.7288,23.0748,0.0,0.0,0.0,50.331,25.6776,0.0,0.0,11051.7346,0.0,0.0,0.0,0.5836,1.0,1247.1149,819.9328,0.0,0.2918,1.0,376.7022,-1.0,1.459,1.0,0.5836,0.0,0.2918,0.0,55.4403,13.7142,1.0,7.2948,-1.0,0.0,1241.8627,1.0,0.0,0.0,1210.9328,-1.0
TCGA-25-1626,382.6776,1288.046,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,30.5689,156.6299,174.5297,1.0,0.0,1.0,49.2046,80.0075,1.0,1.0,8648.2196,1.0,0.0,-1.0,1.887,1.0,3833.5692,903.1041,1.0,2.2644,-1.0,891.4048,0.0,1.5096,1.0,0.0,0.0,0.0,0.0,14.341,37.7394,1.0,93.9711,-1.0,0.0,1078.9697,0.0,1.0,0.0,1717.5205,1.0
TCGA-25-1627,239.2617,123.8255,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,31.8792,6.1443,10.4396,-1.0,0.0,0.0,159.8188,89.5973,1.0,1.0,4139.5101,1.0,-2.0,1.0,0.3356,1.0,3111.0738,1595.9732,1.0,0.6711,0.0,750.3356,1.0,0.3356,1.0,2.0134,-2.0,0.0,-2.0,51.6779,85.5705,1.0,34.5638,-1.0,-1.0,2063.4228,1.0,-1.0,2.0,2239.5973,-1.0
TCGA-25-1628,348.4712,900.2428,1.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,29.8338,42.1918,53.1226,1.0,0.0,0.0,66.7232,5.8437,0.0,0.0,6385.991,0.0,1.0,-1.0,1.5378,2.0,3644.338,845.4962,0.0,0.9227,0.0,664.648,0.0,0.0,2.0,0.3076,1.0,0.0,1.0,35.0624,89.1939,2.0,238.978,-1.0,1.0,903.9336,-1.0,1.0,-1.0,1615.6391,0.0
TCGA-25-1630,192.3977,939.7661,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,23.9766,74.2573,127.152,0.0,0.0,0.0,97.5322,3.5088,1.0,1.0,5817.0877,1.0,0.0,0.0,0.0,1.0,809.9415,884.2105,0.0,0.0,-1.0,548.538,-1.0,0.0,1.0,0.0,-1.0,1.1696,-1.0,38.0117,18.7135,1.0,53.2164,-1.0,-1.0,681.2865,-1.0,0.0,0.0,2839.1813,1.0
TCGA-25-1631,442.5356,1012.9695,-1.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,22.9019,47.5197,103.9042,-1.0,0.0,1.0,78.1026,1.7617,0.0,0.0,4798.2447,0.0,-1.0,-1.0,0.0,1.0,1690.1617,1120.4324,0.0,8.4561,1.0,907.2684,0.0,0.0,1.0,0.3523,-1.0,1.7617,-1.0,15.5028,15.8552,1.0,89.4937,-1.0,-1.0,784.655,-1.0,1.0,1.0,2725.6808,0.0
TCGA-25-1632,320.2285,321.7644,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5992,6.992,6.5274,-1.0,0.0,0.0,90.5932,1.5359,-1.0,-1.0,2138.7196,-1.0,-1.0,-1.0,0.384,0.0,2657.8201,1888.3501,0.0,0.7679,0.0,424.2836,-1.0,0.0,0.0,1.5359,-1.0,0.0,-1.0,34.557,58.363,0.0,76.4094,-1.0,0.0,689.9888,-1.0,0.0,0.0,3453.3998,0.0
TCGA-25-1633,307.1922,513.206,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,30.4754,87.0662,147.05,-1.0,0.0,0.0,62.9541,86.9565,0.0,0.0,9019.1264,0.0,-1.0,-1.0,0.4063,0.0,4123.1207,1106.8671,0.0,0.4063,-1.0,882.1617,0.0,3.2507,0.0,0.0,0.0,0.4063,0.0,11.7838,41.4466,0.0,76.3917,-1.0,-1.0,889.4758,-1.0,1.0,0.0,1861.4384,0.0
TCGA-25-1634,288.8704,865.661,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,36.1088,64.8818,266.0316,-1.0,0.0,1.0,238.5224,0.4751,2.0,2.0,975.8736,2.0,-1.0,-1.0,0.0,1.0,2043.4731,1243.8532,1.0,1.4253,1.0,439.9572,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,3.8009,36.5839,1.0,141.5845,-1.0,-1.0,735.9544,-1.0,1.0,0.0,3208.9322,1.0
TCGA-25-1635,202.3795,1341.528,-1.0,-1.0,2.0,-1.0,1.0,-1.0,-1.0,144.8649,10.3275,21.9274,-1.0,0.0,-1.0,128.1425,24.8032,1.0,1.0,4331.3955,1.0,1.0,-1.0,1.4379,1.0,3145.3295,1152.4487,1.0,0.0,-1.0,1094.5747,1.0,0.0,1.0,0.3595,1.0,0.0,1.0,10.4245,86.9908,1.0,48.8874,-1.0,1.0,1502.5688,0.0,0.0,2.0,1688.0534,-1.0
TCGA-25-1870,259.6491,171.2281,-1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,58.4795,12.8094,24.2433,-1.0,0.0,0.0,116.2433,36.0234,1.0,1.0,7240.4819,1.0,0.0,-1.0,0.9357,1.0,1478.8304,1461.9883,1.0,0.4678,-1.0,965.1462,1.0,0.0,1.0,3.7427,0.0,0.0,0.0,21.9883,53.8012,1.0,105.731,-1.0,-1.0,717.193,0.0,1.0,-1.0,2920.2339,1.0
TCGA-25-1871,197.3398,1703.0402,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,21.1726,27.8366,43.9332,-1.0,0.0,1.0,317.7362,38.2736,1.0,1.0,2534.5983,1.0,0.0,-1.0,1.0858,1.0,2209.8263,2344.734,1.0,3.2573,1.0,405.5375,1.0,0.0,1.0,0.2714,-1.0,0.0,-1.0,7.8719,26.0586,1.0,142.7796,-1.0,-1.0,1376.7644,-1.0,0.0,-1.0,2155.5375,0.0
TCGA-25-2042,298.0904,1457.3824,0.0,0.0,2.0,-1.0,-1.0,-1.0,1.0,14.4388,68.7052,146.013,0.0,0.0,0.0,71.1551,411.2715,1.0,1.0,13129.5901,1.0,0.0,0.0,0.9315,0.0,4979.9721,565.9059,-1.0,0.0,0.0,573.8239,-1.0,2.7946,0.0,0.4658,0.0,1.8631,0.0,43.3163,13.0415,0.0,64.7415,-1.0,0.0,878.435,0.0,0.0,0.0,2407.0796,1.0
TCGA-25-2391,245.4957,1278.5873,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,130.0696,124.2323,143.4585,0.0,0.0,0.0,86.5781,103.3666,0.0,0.0,3195.3112,0.0,2.0,-1.0,4.0198,1.0,2297.6096,1152.5375,0.0,0.0,0.0,609.2886,-1.0,5.1683,1.0,0.5743,0.0,0.2871,0.0,23.8317,40.7724,1.0,55.9902,-1.0,0.0,1273.7061,0.0,1.0,0.0,2706.1948,0.0
TCGA-25-2392,414.0494,554.8969,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,43.5283,42.9231,70.2185,-1.0,0.0,1.0,227.4582,226.4885,1.0,1.0,25055.0332,1.0,1.0,-1.0,0.7078,0.0,479.8726,1203.2204,1.0,2.8311,1.0,1334.1591,1.0,0.0,0.0,2.8311,-1.0,0.0,-1.0,26.1877,52.7294,0.0,69.716,-1.0,-1.0,964.3457,-1.0,0.0,2.0,2011.5014,-1.0
TCGA-25-2393,348.6924,252.802,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,104.1926,5.8323,27.3682,-1.0,0.0,1.0,98.6633,58.5305,2.0,2.0,2360.8634,2.0,0.0,-1.0,0.4151,0.0,2067.2478,2362.8061,0.0,1.6604,0.0,379.8257,0.0,0.8302,0.0,0.0,0.0,0.0,0.0,9.5475,38.1901,0.0,307.1814,0.0,-1.0,1043.5866,-1.0,1.0,-1.0,3709.8381,1.0
TCGA-25-2396,318.3407,651.1104,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,73.4979,76.767,147.3746,-1.0,0.0,0.0,171.9806,24.349,1.0,1.0,5701.5398,1.0,-1.0,0.0,0.0,1.0,4892.7968,1030.7744,0.0,31.5635,0.0,526.209,0.0,0.0,1.0,0.9018,0.0,0.4509,0.0,19.8399,35.1708,1.0,92.436,1.0,-1.0,482.9219,-1.0,-1.0,0.0,2979.1455,0.0
TCGA-25-2397,567.8046,474.9696,0.0,-1.0,2.0,-1.0,0.0,-1.0,-1.0,123.6001,135.6038,245.2139,1.0,0.0,0.0,149.1836,576.9802,2.0,2.0,7360.1943,2.0,2.0,-1.0,3.7782,2.0,1362.839,1272.7027,0.0,0.0,-1.0,908.9192,-1.0,0.0,-1.0,0.0,2.0,0.0,2.0,4.8576,103.6297,-1.0,36.7022,-1.0,0.0,1292.1333,2.0,0.0,0.0,2477.3985,0.0
TCGA-25-2398,248.7625,984.8966,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,67.0136,134.8039,226.7242,-1.0,0.0,-1.0,76.8829,9.6459,1.0,1.0,3900.7793,1.0,-1.0,-1.0,3.0461,1.0,2412.4889,1527.0973,1.0,0.0,-1.0,850.3617,1.0,1.0154,1.0,0.0,1.0,0.0,1.0,13.1996,28.9377,1.0,171.5954,-1.0,-1.0,997.5885,0.0,1.0,0.0,1965.224,1.0
TCGA-25-2399,382.4402,967.9978,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,102.4209,44.9721,31.4642,-1.0,0.0,-1.0,81.3746,10.6904,0.0,0.0,5141.3994,0.0,0.0,-1.0,0.6897,0.0,3320.5738,1601.4898,0.0,8.6213,0.0,954.2037,1.0,0.0,0.0,0.3449,0.0,0.0,0.0,10.3455,21.3808,0.0,87.9371,0.0,-1.0,847.9895,0.0,2.0,0.0,2280.1573,0.0
TCGA-25-2400,234.6221,29.4376,0.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,108.0844,56.696,126.2654,-1.0,0.0,-1.0,108.6687,340.949,1.0,1.0,4169.0114,1.0,-1.0,-1.0,0.0,1.0,2566.7838,1289.5431,1.0,0.8787,-1.0,1093.1459,1.0,2.6362,1.0,0.0,1.0,0.0,1.0,2.6362,64.1476,1.0,167.3989,-1.0,-1.0,1124.3409,0.0,-1.0,1.0,2381.3708,0.0
TCGA-25-2401,358.2395,1012.7943,1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,40.4299,79.1402,66.8987,0.0,0.0,0.0,44.7748,0.0,0.0,0.0,11143.5568,0.0,0.0,-1.0,0.0,0.0,1395.087,905.8342,0.0,0.5118,1.0,569.6008,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0235,28.6592,0.0,73.695,0.0,0.0,975.9468,0.0,0.0,0.0,4110.5425,1.0
TCGA-25-2404,345.8657,1273.1617,0.0,-1.0,2.0,-1.0,1.0,0.0,-1.0,71.6784,21.8793,40.119,0.0,0.348,1.0,32.1927,0.348,-1.0,-1.0,6857.634,-1.0,0.0,-1.0,0.348,1.0,3841.4063,1255.7641,1.0,0.0,0.0,681.9888,0.0,0.348,1.0,34.0994,0.0,1.0439,0.0,4.5234,48.3655,1.0,68.5468,-1.0,1.0,927.9919,-1.0,0.0,0.0,2400.531,0.0
TCGA-25-2409,277.1217,976.8133,0.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,97.6408,13.9088,43.1686,-1.0,0.0,0.0,93.9418,30.3861,1.0,1.0,7638.3198,1.0,0.0,-1.0,2.0257,0.0,3638.2347,1026.6466,-1.0,0.4051,0.0,582.1986,-1.0,0.0,1.0,0.0,0.0,2.0257,0.0,17.8265,69.2804,1.0,196.9022,1.0,0.0,682.2703,0.0,1.0,0.0,1966.1863,-1.0
TCGA-29-1688,251.0526,457.8947,1.0,-1.0,2.0,0.0,-1.0,-1.0,-1.0,220.5263,83.8526,201.7053,1.0,0.0,0.0,36.4737,0.5263,-1.0,-1.0,7873.0,-1.0,0.0,1.0,1.0526,1.0,1016.3158,998.4211,0.0,0.0,-1.0,434.2105,-1.0,0.0,1.0,1.0526,-1.0,0.5263,-1.0,5.2632,5.7895,1.0,145.2632,-1.0,-1.0,752.1053,0.0,-1.0,-1.0,1496.8421,-1.0
TCGA-29-1690,341.7555,1511.9229,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.4531,24.9579,59.2593,0.0,0.4059,0.0,68.895,0.4059,1.0,1.0,4628.0101,1.0,-2.0,0.0,0.0,0.0,1323.998,882.3947,1.0,0.0,0.0,746.829,1.0,0.0,0.0,2.8412,-2.0,0.0,-2.0,22.3237,26.7884,0.0,80.3653,0.0,0.0,724.5053,0.0,0.0,0.0,1540.7407,0.0
TCGA-29-1691,348.5846,1868.9928,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,216.2607,14.3318,23.9928,-1.0,0.0,0.0,166.9388,1.975,1.0,1.0,5965.7143,1.0,1.0,0.0,0.3292,0.0,1327.8473,1189.5984,-1.0,0.3292,-1.0,677.0902,-1.0,0.0,2.0,0.0,1.0,0.6583,1.0,10.2041,57.9329,2.0,345.6221,1.0,1.0,1208.6899,0.0,1.0,1.0,3425.9381,1.0
TCGA-29-1693,499.1157,628.9353,0.0,0.0,2.0,-1.0,-1.0,-1.0,-1.0,226.3884,50.4068,106.9261,0.0,0.0,0.0,125.1822,62.2568,0.0,0.0,2449.2784,0.0,1.0,-1.0,0.0,1.0,1902.7237,984.4358,0.0,0.0,1.0,473.647,0.0,0.0,1.0,6.0134,1.0,0.3537,1.0,174.3898,328.9706,1.0,66.1479,-1.0,-1.0,986.5582,-1.0,-1.0,1.0,1553.2366,-1.0
TCGA-29-1694,441.938,1222.2507,0.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,86.4736,30.84,47.2768,-1.0,0.3418,0.0,75.3824,59.4719,0.0,0.0,9318.1065,0.0,0.0,-1.0,2.3925,1.0,1646.4154,912.2447,0.0,0.0,1.0,642.9121,-1.0,0.0,1.0,2.7343,0.0,0.0,0.0,14.0135,52.9779,1.0,25.9762,-1.0,1.0,1077.3306,0.0,0.0,0.0,2336.1531,0.0
TCGA-29-1695,222.2551,1667.9491,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,31.0743,37.6502,56.0136,-1.0,0.0,0.0,55.5253,445.398,1.0,1.0,7847.1086,1.0,0.0,-1.0,0.0,-1.0,2591.2992,854.3948,0.0,0.0,-1.0,489.198,0.0,0.0,2.0,0.2959,0.0,0.2959,0.0,45.8716,187.3335,2.0,23.3797,-1.0,-1.0,1140.2782,-1.0,0.0,1.0,2582.7168,1.0
TCGA-29-1696,350.4287,1872.8361,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,45.3001,42.9348,253.8036,-1.0,0.0,0.0,102.6727,11.0015,0.0,0.0,3012.3572,0.0,0.0,-1.0,0.0,0.0,1160.6536,934.8002,0.0,0.0,0.0,755.5412,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,305.1286,225.5298,0.0,23.6208,-1.0,0.0,1131.2085,0.0,0.0,0.0,3444.1029,1.0
TCGA-29-1697,339.0411,646.0372,0.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,151.4188,13.8503,18.4173,-1.0,0.0,0.0,58.6913,112.2798,1.0,1.0,2940.0856,1.0,0.0,-1.0,1.7123,0.0,2083.9041,1030.8219,1.0,7.0939,-1.0,1801.8591,0.0,0.0,2.0,3.9139,0.0,1.2231,0.0,1.9569,101.272,2.0,234.8337,-1.0,0.0,2586.5949,0.0,0.0,2.0,3591.7319,0.0
TCGA-29-1698,189.9992,955.6797,1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,240.0702,96.3772,74.0428,-1.0,0.2707,-1.0,64.4779,105.5551,1.0,1.0,5834.4287,1.0,1.0,-2.0,1.3533,1.0,4422.759,1112.1178,1.0,0.5413,-1.0,463.3599,1.0,0.2707,1.0,0.2707,1.0,0.0,1.0,18.9458,51.4243,1.0,126.1248,-1.0,-1.0,854.9964,-1.0,0.0,-1.0,2387.44,1.0
TCGA-29-1699,376.1608,985.5381,-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,54.6506,39.3561,33.9336,-2.0,0.0,-1.0,93.8956,300.5024,1.0,1.0,7579.114,1.0,0.0,1.0,0.6089,0.0,5572.5377,1121.3274,0.0,45.8213,0.0,870.2999,1.0,0.4567,0.0,0.4567,0.0,0.0,0.0,117.6739,75.2017,0.0,54.8029,-1.0,-1.0,947.7851,-1.0,-1.0,0.0,1281.4736,-1.0
TCGA-29-1701,315.6798,483.9744,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,62.728,36.0252,208.0733,-1.0,0.0,-1.0,76.9208,243.7721,1.0,1.0,2985.5305,1.0,1.0,-1.0,0.0,1.0,1247.9298,734.3763,0.0,1.53,-1.0,1029.1468,0.0,45.3885,1.0,0.0,1.0,0.0,1.0,2.0399,96.3869,1.0,288.1407,1.0,0.0,1472.3226,0.0,1.0,1.0,1573.8093,-1.0
TCGA-29-1702,220.4955,928.6036,2.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,72.5225,97.5428,212.9842,-1.0,0.0,1.0,192.1104,12.1622,1.0,1.0,5630.8626,1.0,0.0,-1.0,0.0,1.0,974.3243,857.2072,-1.0,2.2523,-1.0,478.6036,-1.0,0.6757,1.0,0.0,0.0,0.6757,0.0,1.8018,35.3604,1.0,264.4144,1.0,-1.0,2118.6937,1.0,1.0,1.0,1816.2162,0.0
TCGA-29-1703,407.9795,2562.4552,0.0,0.0,2.0,-1.0,0.0,-1.0,-1.0,130.5371,96.8348,158.9606,-1.0,0.0,-1.0,58.6148,19.2327,-1.0,-1.0,8981.1806,-1.0,0.0,-1.0,0.0,1.0,1974.4246,915.8056,-1.0,3.2737,0.0,522.9668,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6368,4.0921,1.0,31.509,0.0,0.0,573.7084,-1.0,0.0,-1.0,3347.7238,0.0
TCGA-29-1705,498.4254,442.4544,-1.0,-1.0,2.0,0.0,-1.0,-1.0,0.0,119.027,19.0089,44.1994,-1.0,0.0,0.0,36.4945,0.3542,-1.0,0.0,6527.7003,-1.0,-1.0,-1.0,1.0627,1.0,2921.4741,1266.0784,0.0,0.0,-1.0,1235.6131,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,10.9817,115.8387,1.0,80.0598,-1.0,1.0,967.8025,0.0,0.0,0.0,2209.0836,0.0
TCGA-29-1710,429.6372,1582.5704,0.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,82.7399,69.6304,90.4849,-1.0,0.0,1.0,73.5775,51.882,1.0,1.0,7917.2669,1.0,1.0,0.0,1.3564,1.0,3362.4958,782.9773,0.0,0.0,0.0,455.0695,1.0,0.3391,1.0,0.0,1.0,0.3391,1.0,9.8338,4.0692,1.0,45.1,0.0,-1.0,798.5758,-1.0,0.0,0.0,1903.6962,0.0
TCGA-29-1711,190.5894,3327.4715,-1.0,-1.0,2.0,0.0,-1.0,-1.0,0.0,90.7795,4.8146,17.1103,-1.0,0.0,0.0,38.6312,0.9506,-1.0,-1.0,5804.5247,-1.0,0.0,-1.0,0.0,0.0,719.5817,609.3156,0.0,0.0,0.0,464.8289,-1.0,0.0,2.0,0.9506,0.0,1.9011,0.0,803.2319,65.5894,2.0,84.1255,0.0,0.0,697.7186,-1.0,0.0,0.0,1258.0798,-1.0
TCGA-29-1761,234.5233,449.6159,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,114.3244,16.8821,156.4392,-1.0,0.0,-1.0,131.1342,876.1862,1.0,1.0,4083.9584,1.0,-1.0,-1.0,0.0,1.0,431.089,1107.5463,1.0,2.2594,0.0,787.6186,1.0,0.0,1.0,0.0,-1.0,1.3556,-1.0,29.3719,15.3638,1.0,36.15,-1.0,-1.0,1643.4704,1.0,0.0,0.0,1991.8662,-1.0
TCGA-29-1762,227.6421,49.6048,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.9745,106.1937,251.5801,-1.0,0.0,0.0,56.11,1.2278,0.0,0.0,3960.9006,0.0,-1.0,-1.0,0.0,0.0,1412.2648,1385.0067,0.0,3.9291,-1.0,1197.6379,0.0,1.719,0.0,0.0,0.0,0.0,0.0,10.3139,45.4302,0.0,312.8543,-1.0,-1.0,1280.1489,-1.0,0.0,0.0,2229.7625,0.0
TCGA-29-1763,302.4289,1030.8057,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,23.4005,41.1552,56.2796,1.0,0.0,1.0,96.3951,45.9123,1.0,1.0,6793.4153,1.0,-1.0,-1.0,2.3697,-1.0,1901.0664,1307.7607,1.0,0.0,1.0,401.955,-1.0,0.2962,-1.0,0.2962,-1.0,0.0,-1.0,9.4787,15.9953,-1.0,139.5142,0.0,-1.0,598.045,-1.0,-1.0,1.0,3171.8009,1.0
TCGA-29-1770,426.3941,944.6097,-1.0,-1.0,2.0,1.0,-1.0,0.0,1.0,46.0967,30.2862,66.5204,1.0,0.0,0.0,44.5316,62.4535,-1.0,-1.0,6471.8253,-1.0,1.0,1.0,0.3717,1.0,1627.881,890.3346,0.0,0.0,0.0,514.1264,-1.0,0.7435,1.0,0.0,-1.0,0.0,-1.0,60.223,1090.3346,1.0,58.3643,1.0,-1.0,531.5985,-1.0,-1.0,-1.0,1641.2639,-1.0
TCGA-29-1770,241.9461,1002.6298,-1.0,-1.0,2.0,1.0,-1.0,0.0,1.0,27.9421,23.4845,39.5003,1.0,0.0,0.0,35.6509,209.073,-1.0,-1.0,6414.382,-1.0,1.0,1.0,2.3011,1.0,1999.0138,881.3281,0.0,0.3287,0.0,771.8606,-1.0,1.6437,1.0,0.9862,-1.0,0.0,-1.0,80.2104,1729.1256,1.0,48.3235,1.0,-1.0,530.9007,-1.0,-1.0,-1.0,1740.9599,-1.0
TCGA-29-1776,327.0903,725.4823,0.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,57.8391,22.1683,38.8918,0.0,0.0,0.0,110.3581,4.4875,0.0,0.0,2750.186,0.0,0.0,-1.0,1.4958,1.0,2001.9321,971.7972,0.0,0.4986,1.0,286.204,-1.0,0.0,1.0,2.4931,-1.0,0.0,-1.0,18.4487,70.8031,1.0,61.828,-1.0,0.0,1367.1975,1.0,0.0,1.0,3006.6378,0.0
