Patient_ID_clean,133K02,5T4,7SK|ENSG00000232512.2,7SK|ENSG00000249352.3,7SK|ENSG00000254144.2,7SK|ENSG00000260682.2,7SK|ENSG00000271765.1,7SK|ENSG00000271814.1,7SK|ENSG00000271818.1,A-C1,A1BG-AS1,A1BG_x,A1BG_y,A1CF_x,A1CF_y,A2M-AS1,A2ML1_x,A2ML1_y,A2MP1,A2M_x,A2M_y,A3GALT2,A4GALT,A4GNT_x,A4GNT_y,AA,AAAS_x,AAAS_y,AACSP1_x,AACSP1_y,AACS_x,AACS_y,AADACL2_x,AADACL2_y,AADACL3_x,AADACL3_y,AADACL4_x,AADACL4_y,AADACP1,AADAC_x,AADAC_y,AADAT_x,AADAT_y,AAED1,AAGAB_x,AAGAB_y,AAK1,AAMDC,AAMP_x,AAMP_y
TCGA-29-1778,205.3597,78.6084,1.0,-2.0,1.0,0.0,1.0,-1.0,-1.0,45.134,91.5844,194.866,-1.0,0.0,-1.0,146.5614,117.3484,1.0,1.0,8169.7527,1.0,0.0,-1.0,0.7522,1.0,2669.6756,1472.8726,1.0,0.0,-2.0,1102.3977,1.0,0.3761,1.0,0.3761,0.0,198.2134,0.0,248.6131,362.2003,1.0,77.1039,1.0,0.0,1006.488,0.0,1.0,1.0,2441.7489,0.0
TCGA-29-1781,439.0674,1239.6423,0.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,38.999,225.5982,365.4819,0.0,0.0,-1.0,84.6541,1.7528,0.0,0.0,7458.3653,1.0,0.0,-1.0,0.0,0.0,1877.2101,1349.19,0.0,0.0,0.0,557.8171,-1.0,0.0,0.0,0.0,0.0,0.4382,0.0,8.3256,22.7859,0.0,54.3357,-1.0,0.0,1177.4191,0.0,1.0,2.0,3225.9619,0.0
TCGA-29-1783,193.8866,245.5037,0.0,-1.0,1.0,-1.0,0.0,0.0,1.0,25.1633,111.5445,164.4423,0.0,0.0,1.0,84.6681,17.7434,1.0,1.0,5328.3491,1.0,0.0,-1.0,1.2904,1.0,3891.6042,1069.7637,0.0,0.0,-1.0,568.1103,0.0,0.3226,1.0,0.0,0.0,0.6452,0.0,17.4208,70.9735,1.0,16.1303,-1.0,-1.0,535.2045,-1.0,0.0,1.0,2188.8862,1.0
TCGA-29-1784,413.5293,84.5581,-1.0,-1.0,2.0,-1.0,-1.0,1.0,-1.0,158.6471,84.4735,242.4441,-1.0,0.0,0.0,107.4008,157.0364,1.0,1.0,7582.5569,1.0,2.0,0.0,0.0,-1.0,1764.0427,1423.7971,1.0,1.208,-1.0,521.8442,-1.0,0.0,1.0,4.4292,-1.0,0.0,-1.0,10.4691,32.6153,1.0,99.8591,-1.0,1.0,962.7542,-1.0,-1.0,0.0,2033.0179,-1.0
TCGA-29-1785,393.0609,802.1,-1.0,0.0,2.0,-1.0,-1.0,-1.0,0.0,47.0212,83.8987,138.7263,1.0,0.0,0.0,64.5104,1.3696,0.0,0.0,5510.929,0.0,-1.0,-1.0,0.4565,0.0,1973.522,945.9028,0.0,0.913,-1.0,678.3839,0.0,0.0,0.0,105.9119,1.0,0.0,1.0,2.7391,85.8252,0.0,132.3899,0.0,0.0,942.2506,0.0,0.0,0.0,2060.2602,0.0
TCGA-29-2414,442.8199,1051.5627,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,62.4904,60.8689,94.3066,0.0,0.0,0.0,268.003,272.0487,1.0,1.0,2388.9166,1.0,-1.0,-1.0,0.0,0.0,1632.8312,1623.1344,1.0,5.9258,1.0,596.3524,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0807,6.4645,0.0,123.9034,0.0,0.0,555.4104,-1.0,0.0,-1.0,2745.2681,1.0
TCGA-29-2414,475.1725,534.1632,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,84.427,83.0253,164.2863,0.0,1.6236,0.0,312.3474,209.4439,1.0,1.0,3177.3021,1.0,-1.0,-1.0,0.5412,0.0,2026.2481,1716.3902,1.0,17.8596,1.0,588.8242,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.3296,9.7416,0.0,169.3952,0.0,0.0,803.139,-1.0,0.0,-1.0,3018.2655,1.0
TCGA-29-2425,211.2802,361.2355,-1.0,-1.0,2.0,-1.0,-1.0,0.0,1.0,35.8102,9.2614,18.308,-1.0,0.0,1.0,209.5166,47.4485,1.0,1.0,2742.5873,1.0,-1.0,-1.0,0.0,1.0,1786.4816,1650.8505,1.0,10.2954,-1.0,394.8075,-1.0,0.4476,1.0,0.0,1.0,0.0,1.0,34.4673,73.8585,1.0,90.8684,-1.0,-1.0,525.9624,-1.0,-1.0,1.0,2641.0027,1.0
TCGA-29-2427,403.5,223.6696,-1.0,-1.0,2.0,0.0,-1.0,-1.0,-1.0,24.1563,28.3434,89.3963,-1.0,0.0,0.0,133.2176,19.6829,-1.0,-1.0,33620.3164,-1.0,0.0,1.0,0.0,0.0,1375.1208,552.9113,-1.0,0.8947,0.0,644.1685,-1.0,1.7894,0.0,31.3137,-1.0,0.8947,-1.0,58.1541,196.8293,0.0,12.5255,0.0,0.0,925.9922,0.0,0.0,0.0,2563.2538,0.0
TCGA-29-2428,212.7411,113.9684,1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,62.5365,114.5996,269.2987,1.0,0.0,1.0,17.0193,2.3378,1.0,1.0,2728.159,1.0,0.0,-1.0,2.3378,1.0,2990.0643,1368.2057,1.0,0.0,-1.0,1005.8445,1.0,0.0,1.0,3.5067,0.0,0.0,0.0,25.716,4.6756,1.0,77.7323,-1.0,0.0,748.685,-1.0,0.0,-1.0,2306.8381,0.0
TCGA-29-A5NZ,185.2174,435.3423,-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,10.0484,34.0018,35.1859,0.0,0.2716,1.0,62.0071,7.6042,1.0,1.0,4505.1492,1.0,1.0,-2.0,13.579,1.0,3459.3825,1026.8429,1.0,1.0863,0.0,636.8545,1.0,0.0,1.0,1.0863,1.0,0.0,1.0,1.6295,18.4674,1.0,189.0195,0.0,0.0,655.865,0.0,1.0,1.0,1179.1992,0.0
TCGA-30-1718,279.4972,1545.557,-1.0,-2.0,2.0,0.0,-1.0,0.0,1.0,27.3949,66.2367,236.8375,-1.0,0.0,-1.0,41.7165,2.0806,-1.0,-1.0,4369.9003,-1.0,1.0,-1.0,0.0,1.0,1412.3971,514.6077,-1.0,0.0,1.0,615.1712,0.0,0.0,1.0,0.0,1.0,1.3871,1.0,18.7256,144.2566,1.0,78.0234,-1.0,-1.0,729.2588,-1.0,-1.0,1.0,2927.0915,1.0
TCGA-30-1855,254.4831,515.8228,-2.0,-1.0,2.0,1.0,-1.0,-1.0,0.0,133.1751,67.4341,202.1598,1.0,0.0,1.0,88.2068,2.9008,0.0,0.0,5464.5359,0.0,-1.0,-1.0,1.3186,1.0,3692.5105,876.0549,0.0,0.5274,-1.0,905.5907,0.0,0.2637,1.0,17.6688,1.0,0.0,1.0,57.4895,217.827,1.0,98.8924,0.0,1.0,674.0506,-1.0,1.0,2.0,2307.4895,0.0
TCGA-30-1857,426.1893,836.1942,1.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,87.2977,53.9823,125.2281,-1.0,0.0,0.0,87.0378,11.28,-1.0,-1.0,4483.8303,-1.0,0.0,0.0,0.4904,1.0,671.4076,1051.4958,0.0,0.4904,0.0,470.3286,-1.0,1.4713,2.0,1.9617,0.0,0.0,0.0,27.4644,110.8386,2.0,45.1202,-1.0,-1.0,775.8705,0.0,0.0,1.0,2631.1918,1.0
TCGA-30-1860,363.5739,1158.0756,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,213.7457,144.3643,220.7216,1.0,0.0,0.0,56.2405,143.6426,0.0,0.0,14448.2268,0.0,1.0,-1.0,1.3746,2.0,972.5086,1338.8316,0.0,0.6873,-1.0,529.2096,-1.0,0.0,0.0,1.3746,-1.0,2.7491,-1.0,2.0619,81.0997,0.0,40.5498,-1.0,-1.0,1375.2577,1.0,0.0,1.0,1828.1787,-1.0
TCGA-30-1861,298.5529,973.1259,1.0,-1.0,2.0,-1.0,-1.0,1.0,-1.0,129.6921,46.7893,114.19,-1.0,0.4352,1.0,129.0872,0.4352,1.0,1.0,3128.8826,1.0,1.0,1.0,0.0,1.0,3994.3423,837.7761,-1.0,0.0,1.0,501.7952,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,154.0638,131.4329,1.0,76.5967,0.0,0.0,974.4315,0.0,0.0,1.0,2425.8514,0.0
TCGA-30-1862,353.5798,869.0915,1.0,0.0,1.0,0.0,1.0,1.0,0.0,17.2268,219.3702,274.6036,1.0,0.0,-1.0,55.4186,2.584,1.0,1.0,3593.6459,1.0,1.0,-1.0,0.4307,0.0,1512.0814,872.9675,0.0,0.4307,0.0,779.5122,0.0,0.0,0.0,0.4307,1.0,0.0,1.0,13.7814,26.7015,0.0,41.775,0.0,1.0,755.3947,0.0,1.0,1.0,1678.3199,0.0
TCGA-30-1891,371.2597,995.0625,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,7.0151,37.1422,126.1474,1.0,0.0,0.0,97.7849,0.0,2.0,2.0,5792.1863,2.0,0.0,-1.0,0.0,1.0,2346.2753,1113.7792,0.0,0.0,1.0,621.1046,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.9358,78.2452,1.0,36.1547,-1.0,0.0,749.5346,-1.0,0.0,1.0,1052.2624,-1.0
TCGA-31-1944,351.1294,1164.271,0.0,0.0,2.0,-1.0,-1.0,-1.0,0.0,86.2423,13.4651,14.2967,-1.0,0.0,-1.0,43.4548,1.0267,0.0,0.0,5925.231,0.0,1.0,-1.0,0.0,0.0,1819.8152,1090.8624,0.0,0.0,0.0,900.4107,0.0,0.0,0.0,5.1335,1.0,0.0,1.0,21.0472,49.2813,0.0,33.8809,1.0,-1.0,737.6797,0.0,2.0,0.0,3916.3244,0.0
TCGA-31-1946,458.3987,1743.7206,0.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,109.4976,43.0965,47.7198,-1.0,0.0,0.0,71.8132,0.7849,0.0,0.0,6596.1617,0.0,0.0,-1.0,0.3925,1.0,2716.6405,1071.821,0.0,0.0,1.0,543.1711,0.0,0.0,1.0,16.4835,0.0,0.0,0.0,1.5699,18.0534,1.0,63.1868,-1.0,0.0,872.0565,-1.0,0.0,1.0,1666.405,-1.0
TCGA-31-1951,338.2728,715.0543,0.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,74.7522,77.4479,98.2275,-1.0,0.0,-1.0,36.7343,1.5101,0.0,0.0,6959.0184,0.0,0.0,-1.0,1.1326,1.0,4246.5314,834.3558,0.0,0.0,0.0,943.4639,0.0,0.0,1.0,0.3775,0.0,2.6428,0.0,56.2529,78.9051,1.0,89.4762,0.0,0.0,682.2086,0.0,0.0,0.0,1629.8254,0.0
TCGA-31-1953,470.5281,737.3083,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,64.7359,78.6746,146.2624,-1.0,0.0,0.0,43.4208,1.0221,-1.0,-1.0,8646.8688,-1.0,2.0,-1.0,1.0221,2.0,3219.7615,931.8569,-1.0,0.0,0.0,771.7206,0.0,0.6814,0.0,0.0,2.0,0.0,2.0,92.6746,128.109,0.0,32.0273,-1.0,0.0,674.6167,-1.0,0.0,-1.0,1293.6968,-1.0
TCGA-31-1956,331.2753,1020.282,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,17.8291,60.8891,86.9713,-1.0,0.0,0.0,100.021,562.4779,0.0,0.0,23871.4295,0.0,0.0,0.0,1.7254,1.0,1032.9349,594.6852,-1.0,0.0,1.0,288.1405,-1.0,2.3005,1.0,2.3005,-1.0,0.0,-1.0,303.0939,358.8816,1.0,25.8809,0.0,-1.0,677.504,0.0,0.0,0.0,2245.8857,0.0
TCGA-31-1959,252.4655,746.0552,1.0,-1.0,2.0,-1.0,-1.0,0.0,-1.0,28.1065,108.0079,112.1992,1.0,0.0,-1.0,62.0464,2107.002,2.0,2.0,9225.9221,2.0,-1.0,-1.0,0.9862,1.0,2354.0434,959.5661,1.0,0.4931,-1.0,762.8205,-1.0,1.9724,1.0,0.0,1.0,0.4931,1.0,3.9448,77.4162,1.0,178.0079,-1.0,1.0,947.2387,-1.0,-1.0,1.0,2145.9566,1.0
TCGA-36-1568,472.6101,566.2806,0.0,0.0,2.0,-1.0,-1.0,0.0,0.0,68.511,172.3846,152.857,2.0,0.0,0.0,33.8297,6.5802,-1.0,-1.0,5709.4861,-1.0,-1.0,-1.0,0.3871,1.0,1187.1377,930.8987,0.0,0.3871,1.0,1069.082,0.0,0.3871,1.0,3.8707,-1.0,0.0,-1.0,5.0319,158.6979,1.0,92.8963,0.0,0.0,1121.3362,0.0,1.0,1.0,3662.4379,1.0
TCGA-36-1569,512.3237,736.5722,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,68.6708,40.302,45.8755,-1.0,1.1398,0.0,240.6212,7.4085,1.0,1.0,7506.0664,1.0,-1.0,-1.0,0.2849,1.0,3046.018,893.2896,0.0,0.2849,1.0,730.8733,0.0,1.1398,1.0,0.0,-1.0,0.0,-1.0,11.1127,16.5266,1.0,43.311,0.0,-1.0,839.1509,0.0,0.0,0.0,2051.5743,0.0
TCGA-36-1570,512.9395,374.629,0.0,0.0,2.0,-1.0,-1.0,1.0,-1.0,111.1369,37.24,38.4888,-1.0,0.0,0.0,109.5217,43.6609,0.0,0.0,5930.9516,0.0,0.0,0.0,0.0,0.0,1744.9103,2174.1918,0.0,2.1372,1.0,766.0507,0.0,0.0,2.0,1.8319,0.0,0.0,0.0,25.647,36.6385,1.0,83.658,-1.0,0.0,949.2434,0.0,0.0,1.0,2291.7405,0.0
TCGA-36-1571,267.7642,82.7466,1.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,100.7215,30.5759,57.9536,-1.0,0.3099,0.0,93.5501,28.202,1.0,1.0,3149.3715,1.0,0.0,-1.0,0.0,0.0,1814.846,1966.0832,1.0,0.3099,0.0,1368.2625,1.0,0.0,0.0,0.6198,0.0,0.0,0.0,2.1694,6.1982,0.0,88.6349,-2.0,-1.0,1632.9276,1.0,1.0,-1.0,2132.5061,0.0
TCGA-36-1574,372.6677,1409.5254,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,14.3591,43.7985,89.3067,-1.0,0.0,0.0,84.7084,1.3357,0.0,0.0,4028.9953,0.0,0.0,2.0,0.0,1.0,1929.4569,1149.3927,0.0,0.0,-1.0,622.4486,-1.0,0.0,1.0,0.6679,0.0,0.0,0.0,44.4129,38.4021,1.0,130.2333,1.0,1.0,1202.1539,0.0,0.0,1.0,2430.3544,0.0
TCGA-36-1575,266.1414,412.63,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,39.1457,17.2019,31.2722,0.0,0.4924,0.0,84.5054,130.978,1.0,1.0,1355.0219,1.0,0.0,-1.0,4.4316,1.0,8850.8648,1697.298,0.0,112.0207,-1.0,775.5278,0.0,0.0,1.0,0.0,0.0,0.4924,0.0,1.7234,94.0481,1.0,129.747,-1.0,0.0,1050.04,-1.0,2.0,0.0,1812.7654,-1.0
TCGA-36-1576,333.9102,807.8998,0.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,25.2469,44.8173,59.4523,-1.0,0.0,0.0,53.0673,9.3658,1.0,1.0,8733.6577,1.0,-1.0,-1.0,0.4072,1.0,2093.0469,1265.1939,0.0,0.0,-1.0,822.1521,0.0,1.6288,1.0,0.0,0.0,0.0,0.0,19.546,34.6126,1.0,94.4722,-1.0,-1.0,964.6747,0.0,1.0,1.0,2272.6255,1.0
TCGA-36-1577,159.3581,1003.7306,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,108.1157,125.2509,233.7946,0.0,0.0,-1.0,116.5904,39.6987,1.0,1.0,2020.1028,1.0,2.0,-1.0,0.5631,0.0,1049.3419,1584.8525,0.0,0.0,0.0,941.7893,0.0,1.1262,0.0,0.2816,0.0,0.2816,0.0,1.4078,0.5631,0.0,184.1346,-1.0,1.0,2055.3248,0.0,0.0,0.0,2591.9617,0.0
TCGA-36-1578,181.1941,702.0588,1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,41.0561,15.0922,33.0529,1.0,0.0,1.0,41.9456,3.0108,-1.0,-1.0,5500.8978,-1.0,1.0,-1.0,1.0948,1.0,3773.053,1034.3393,-1.0,0.0,-1.0,854.7874,1.0,0.0,1.0,0.2737,1.0,0.0,1.0,17.791,17.791,1.0,37.2242,-1.0,-1.0,918.5612,1.0,-1.0,2.0,2864.619,1.0
TCGA-36-1580,353.8287,1404.7529,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,38.0988,34.3531,78.3516,-1.0,0.0,1.0,120.9468,40.7393,2.0,2.0,7860.9468,2.0,0.0,-1.0,0.3772,1.0,2608.4496,1175.0283,0.0,0.0,0.0,823.4628,0.0,0.0,1.0,2.2633,-1.0,0.0,-1.0,12.0709,90.9091,1.0,70.5394,-1.0,-1.0,1715.579,0.0,0.0,2.0,2248.2082,-1.0
TCGA-36-1581,365.8103,1936.0155,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,26.8218,75.0073,76.3936,-1.0,0.3232,-1.0,78.7074,148.6508,0.0,0.0,19370.9614,0.0,1.0,-1.0,0.0,1.0,1930.845,1099.3698,1.0,0.0,-1.0,881.2409,1.0,0.6463,1.0,6.1399,1.0,0.0,1.0,16.1577,146.0656,1.0,123.4448,-1.0,-1.0,805.2997,-1.0,-1.0,-1.0,2104.3787,1.0
TCGA-3P-A9WA,116.7147,10.0865,-1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,0.2402,28.1124,24.3276,-1.0,0.0,0.0,272.0989,1.2008,0.0,0.0,3887.123,0.0,0.0,-2.0,0.0,-1.0,1359.7502,1157.5408,-1.0,0.2402,-1.0,743.2757,-1.0,2.6417,2.0,7.9251,0.0,0.0,0.0,288.1844,488.9529,2.0,57.3967,-1.0,0.0,1769.2123,0.0,-1.0,1.0,1695.245,-1.0
TCGA-57-1582,335.5129,261.1361,1.0,-1.0,2.0,-1.0,1.0,1.0,1.0,20.0245,87.781,121.3486,1.0,0.0,-1.0,8.1978,8.9906,-1.0,-1.0,3144.6424,-1.0,0.0,-1.0,0.4087,0.0,2259.5014,1944.0131,1.0,0.4087,-1.0,476.5018,-1.0,2.452,2.0,0.4087,1.0,0.4087,1.0,6.9473,64.5689,2.0,68.2468,-1.0,1.0,1133.633,0.0,0.0,-1.0,2401.3077,-1.0
TCGA-57-1583,198.4097,124.574,0.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,2.2719,270.106,261.6812,2.0,0.0,1.0,61.4956,297.6145,1.0,1.0,7818.4741,1.0,-1.0,-1.0,1.5146,0.0,1524.4226,1465.7327,1.0,0.0,-1.0,1029.5343,1.0,0.0,0.0,0.7573,0.0,0.0,0.0,11.738,133.2828,0.0,25.7478,2.0,0.0,407.0428,-1.0,1.0,2.0,3595.2291,1.0
TCGA-57-1584,343.7965,775.3892,0.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,128.2174,47.0319,53.5731,-1.0,0.0,0.0,110.3669,92.5773,0.0,0.0,8782.7041,0.0,-1.0,-1.0,0.0,0.0,1167.4302,1250.8801,0.0,0.8693,0.0,616.7474,-1.0,0.0,0.0,0.8693,-1.0,0.0,-1.0,71.2802,142.5603,0.0,44.7674,-1.0,0.0,929.6847,0.0,0.0,1.0,2758.195,0.0
TCGA-57-1585,344.9275,835.5731,1.0,-1.0,2.0,-1.0,0.0,-1.0,-1.0,63.2411,106.0685,133.2859,0.0,0.0,0.0,45.8762,4.7431,-1.0,-1.0,6893.7813,-1.0,1.0,1.0,0.2635,1.0,1957.5758,924.1107,1.0,3.4256,0.0,676.1528,-1.0,1.8445,1.0,0.0,1.0,1.8445,1.0,12.9117,69.3017,1.0,71.1462,-1.0,-1.0,709.8814,0.0,1.0,1.0,2853.4914,1.0
TCGA-57-1993,218.0963,1275.9733,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,11.015,102.9679,103.4261,-1.0,0.0,0.0,79.3782,6.609,1.0,1.0,7812.1817,1.0,2.0,-1.0,0.4406,1.0,3937.1883,1564.5653,1.0,1.3218,0.0,1587.4764,1.0,0.0,1.0,1.7624,1.0,3.9654,1.0,0.4406,17.6239,1.0,51.1094,-1.0,0.0,819.5132,-1.0,-1.0,-1.0,3670.1856,1.0
TCGA-57-1994,116.6514,1560.9259,-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,57.1021,38.3155,35.8275,-1.0,0.0,-1.0,140.883,48.9446,1.0,1.0,7267.7027,1.0,1.0,-1.0,1.6315,1.0,4024.4723,1124.5029,1.0,0.0,-1.0,887.1214,1.0,0.4079,1.0,0.8157,1.0,0.4079,1.0,91.3633,241.0523,1.0,57.9178,-1.0,-1.0,1209.3403,1.0,-1.0,1.0,1565.0046,0.0
TCGA-59-2348,202.706,994.8339,-1.0,-1.0,2.0,0.0,-1.0,-1.0,0.0,14.4321,192.6462,111.4949,1.0,0.0,-1.0,62.8913,1.64,1.0,1.0,31969.253,1.0,0.0,-1.0,0.984,1.0,2381.6318,1121.7712,1.0,0.0,-1.0,2096.925,1.0,0.0,1.0,0.328,0.0,0.0,0.0,9.5121,107.2571,1.0,66.9127,1.0,0.0,731.1193,-1.0,1.0,2.0,2101.845,0.0
TCGA-59-2350,240.7839,339.3374,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,109.3794,136.1568,212.2333,1.0,0.0,0.0,17.2767,104.1531,0.0,0.0,2887.8096,0.0,0.0,-1.0,1.8665,1.0,1992.3472,1745.9636,1.0,2.6132,0.0,796.6402,-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,2.6132,225.105,1.0,106.0196,-1.0,0.0,825.385,-1.0,0.0,0.0,2764.7224,0.0
TCGA-59-2351,237.6282,95.8538,-1.0,-1.0,2.0,1.0,-1.0,0.0,-1.0,17.8333,59.3669,88.3905,1.0,0.0,0.0,44.8729,4.9041,1.0,1.0,10475.8582,1.0,1.0,-1.0,0.0,1.0,3755.2385,1362.9068,1.0,3.1208,-1.0,1925.1003,1.0,0.0,1.0,1.3375,-1.0,0.0,-1.0,13.8208,57.9581,1.0,71.7789,-1.0,-1.0,874.2755,0.0,0.0,1.0,2460.0981,0.0
TCGA-59-2352,167.3152,819.0661,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,20.428,79.7714,110.8463,0.0,0.4864,0.0,120.428,63.716,2.0,2.0,6158.7549,2.0,-1.0,-1.0,3.8911,1.0,1562.7432,1250.9728,1.0,0.0,-1.0,973.249,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.9728,2.4319,1.0,45.2335,-1.0,-1.0,2019.4553,1.0,1.0,1.0,2145.9144,1.0
TCGA-59-2354,330.763,757.9986,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,88.7046,44.425,91.694,0.0,0.0,0.0,59.2241,11.0254,0.0,0.0,9220.6835,0.0,-1.0,-1.0,1.0023,0.0,2508.7875,970.2382,0.0,4.0092,0.0,1101.2905,0.0,0.2506,0.0,5.0116,-1.0,0.0,-1.0,12.0277,45.104,0.0,120.528,-1.0,1.0,1016.5952,0.0,0.0,0.0,2433.614,0.0
TCGA-59-2355,270.5049,786.4756,0.0,-1.0,2.0,-1.0,-1.0,0.0,1.0,57.0564,48.2558,89.5868,-1.0,0.0,0.0,58.1524,6.5676,0.0,0.0,4245.2975,0.0,-1.0,-1.0,0.0,0.0,1410.4019,973.243,0.0,4.1048,0.0,527.464,0.0,0.0,1.0,21.3448,-1.0,0.0,-1.0,35.7116,48.4364,1.0,61.5717,-1.0,-1.0,857.4882,0.0,0.0,1.0,2120.1181,0.0
TCGA-59-2363,289.3446,625.5016,0.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,78.4663,8.7561,12.2292,0.0,0.0,0.0,84.1373,1.7833,1.0,1.0,6994.329,1.0,-1.0,-1.0,0.4458,-1.0,2814.9799,917.967,-1.0,0.4458,-1.0,1123.9412,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,5.35,11.1458,0.0,245.6531,-1.0,-1.0,1779.7593,0.0,0.0,0.0,2565.7601,0.0
TCGA-59-A5PD,156.0584,95.7562,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,8.1817,13.6968,35.251,-1.0,0.0,-1.0,26.8239,2.7272,-1.0,-1.0,1184.0678,-1.0,1.0,0.0,0.6061,1.0,1703.0058,724.8381,-1.0,46.666,-1.0,779.0797,0.0,0.0,2.0,3.0303,1.0,0.0,1.0,6.9696,39.9994,2.0,54.5447,-1.0,-1.0,1202.4069,-1.0,1.0,1.0,3398.739,1.0
TCGA-5X-AA5U,264.0767,371.8109,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0,72.4861,14.1589,13.5023,-1.0,0.0,-1.0,66.7128,2.5583,-1.0,-1.0,2221.2886,-1.0,1.0,-1.0,0.5685,1.0,3618.6181,1450.8584,1.0,1.9898,0.0,498.8747,1.0,0.0,1.0,0.5685,1.0,0.2843,1.0,0.2843,1.9898,1.0,218.0267,-1.0,-1.0,924.6948,0.0,1.0,0.0,1780.5989,0.0
TCGA-61-1721,372.6444,379.3313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2553,50.1641,92.8146,0.0,0.0,0.0,164.9301,1.8237,0.0,0.0,20877.6231,0.0,0.0,0.0,1.8237,0.0,2544.6809,763.5258,0.0,0.0,0.0,324.6201,0.0,1.8237,0.0,0.0,0.0,0.0,0.0,3.6474,6.6869,0.0,131.9149,0.0,0.0,338.6018,0.0,0.0,0.0,1736.1702,0.0
TCGA-61-1724,200.8477,493.3159,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,139.224,235.807,329.8109,0.0,0.0,-1.0,100.7793,5.5429,0.0,0.0,8535.9993,0.0,2.0,0.0,1.9563,2.0,2500.163,810.8901,0.0,0.0,-1.0,698.7284,-1.0,0.0,2.0,0.0,0.0,0.3261,0.0,3.9126,11.0858,2.0,185.5233,0.0,0.0,548.7447,-1.0,0.0,-1.0,2850.4271,0.0
TCGA-61-1725,423.9907,695.7966,0.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,158.1658,58.6277,166.2668,-1.0,0.0,0.0,126.8782,0.0,0.0,0.0,7537.5179,0.0,1.0,-1.0,0.0,0.0,544.941,1403.5554,0.0,0.0,-1.0,639.3089,0.0,0.0,1.0,0.6646,-1.0,0.0,-1.0,6.6456,48.513,1.0,132.9124,0.0,0.0,1222.7945,0.0,0.0,0.0,3227.1141,0.0
TCGA-61-1728,239.7952,303.8142,-1.0,-2.0,1.0,-1.0,-1.0,-1.0,0.0,93.545,67.7829,170.7789,-1.0,0.5519,-1.0,104.282,28.1463,1.0,1.0,6659.9309,1.0,1.0,-1.0,0.0,1.0,2451.4856,1044.9996,1.0,0.0,-1.0,987.6032,0.0,0.2759,1.0,19.868,1.0,0.8278,1.0,11.5896,26.4906,1.0,49.394,-1.0,0.0,878.3294,-1.0,1.0,2.0,2341.1081,-1.0
TCGA-61-1733,379.7893,273.4674,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,178.1609,62.7874,115.3879,-1.0,0.0,1.0,280.2538,13.41,1.0,1.0,2055.4741,1.0,1.0,-1.0,0.0,1.0,6397.0307,1223.1801,1.0,0.0,1.0,692.0498,1.0,1.9157,1.0,0.4789,1.0,0.0,1.0,84.7701,112.5479,1.0,45.0192,-1.0,-1.0,828.0651,-1.0,1.0,-1.0,1987.5479,1.0
